code,name,配售对象名称,初步配售数量（股), 获配金额（元)
603409.SH,汇通控股,东吴新趋势价值线灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,东吴兴享成长混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,东吴安盈量化灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,东吴嘉禾优势精选混合型开放式证券投资基金,1000,24180.00
603409.SH,汇通控股,平安银行股份有限公司-东吴移动互联灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司—传统产品,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司—万能产品,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司-分红-个险分红,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司-万能-个险万能,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司—分红产品,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司－传统一号产品,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司-传统-普通保险产品,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司－分红一号产品,1000,24180.00
603409.SH,汇通控股,合众人寿保险股份有限公司－万能一号产品,1000,24180.00
603409.SH,汇通控股,宏利首选企业股票型证券投资基金,1000,24180.00
603409.SH,汇通控股,宏利中证主要消费红利指数型证券投资基金,1000,24180.00
603409.SH,汇通控股,百年人寿保险股份有限公司-传统保险产品,1000,24180.00
603409.SH,汇通控股,百年人寿保险股份有限公司-平衡自营,1000,24180.00
603409.SH,汇通控股,百年人寿保险股份有限公司-传统自营,1000,24180.00
603409.SH,汇通控股,百年人寿保险股份有限公司-分红保险产品,1000,24180.00
603409.SH,汇通控股,百年人寿保险股份有限公司-万能保险产品,1000,24180.00
603409.SH,汇通控股,百年人寿保险股份有限公司-百年传统,1000,24180.00
603409.SH,汇通控股,百年人寿保险股份有限公司-百年分红自营,1000,24180.00
603409.SH,汇通控股,东方阿尔法优势产业混合型发起式证券投资基金,1000,24180.00
603409.SH,汇通控股,东方阿尔法产业先锋混合型发起式证券投资基金,1000,24180.00
603409.SH,汇通控股,太平智选一年定期开放股票型发起式证券投资基金,1000,24180.00
603409.SH,汇通控股,太平智远三个月定期开放股票型发起式证券投资基金,1000,24180.00
603409.SH,汇通控股,太平灵活配置混合型发起式证券投资基金,1000,24180.00
603409.SH,汇通控股,太平智行三个月定期开放混合型发起式证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰民族新兴灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰稳健成长混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰新能源混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰时代领航一年持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰改革红利灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰产业升级混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰医疗健康产业股票型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰策略配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰信息产业股票型证券投资基金,1000,24180.00
603409.SH,汇通控股,金鹰民安回报一年定期开放混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,浙商智多兴稳健回报一年持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,浙商智能行业优选混合型发起式证券投资基金,1000,24180.00
603409.SH,汇通控股,浙商智选价值混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,浙商智选领航三年持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,新华人寿保险股份有限公司-分红-团体分红,1000,24180.00
603409.SH,汇通控股,新华人寿保险股份有限公司-分红-个人分红,1000,24180.00
603409.SH,汇通控股,新华人寿保险股份有限公司-万能-得意理财,1000,24180.00
603409.SH,汇通控股,新华人寿保险股份有限公司-精选万能产品2,1000,24180.00
603409.SH,汇通控股,新华人寿保险股份有限公司-传统-普通保险产品,1000,24180.00
603409.SH,汇通控股,北京市（肆号）职业年金计划,1000,24180.00
603409.SH,汇通控股,广西壮族自治区拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国远洋海运集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,天津市陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,国网重庆市电力公司企业年金计划,1000,24180.00
603409.SH,汇通控股,吉林省叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路乌鲁木齐局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国寿永诚企业年金集合计划国寿养老稳健配置组合,1000,24180.00
603409.SH,汇通控股,国寿养老策略2号股票型养老金产品,1000,24180.00
603409.SH,汇通控股,上海市壹拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,国网新疆电力有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,河南中烟工业有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,湖南省农村信用社联合社企业年金计划,1000,24180.00
603409.SH,汇通控股,陕西省（肆号）职业年金计划,1000,24180.00
603409.SH,汇通控股,福建省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,安徽省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,基本养老保险基金一九零三组合,1000,24180.00
603409.SH,汇通控股,国寿养老配置8号混合型养老金产品,1000,24180.00
603409.SH,汇通控股,山西省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,陕西省（壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,四川省玖号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路哈尔滨局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,浙江省拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,宁夏回族自治区贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,招商银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,四川省壹拾壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,浙江省叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国长江三峡集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国寿永睿企业年金集合计划国寿养老稳健配置组合,1000,24180.00
603409.SH,汇通控股,国寿养老配置10号混合型养老金产品,1000,24180.00
603409.SH,汇通控股,广西壮族自治区陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,国网河南省电力公司企业年金计划,1000,24180.00
603409.SH,汇通控股,上海市壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老量化多策略FOF混合型养老金产品,1000,24180.00
603409.SH,汇通控股,中国船舶集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,湖南省（叁号）职业年金计划,1000,24180.00
603409.SH,汇通控股,交通银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国网江苏省电力有限公司（国网B）企业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老策略3号股票型养老金产品,1000,24180.00
603409.SH,汇通控股,广东省拾贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,辽宁省拾壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,广东省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,福建省贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,上海申通地铁集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国家电力投资集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,河北省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,山东省（肆号）职业年金计划,1000,24180.00
603409.SH,汇通控股,四川省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,国网甘肃省电力公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老配置1号混合型养老金产品,1000,24180.00
603409.SH,汇通控股,浙江省贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国兵器工业集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,晋能控股装备制造集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,吉林省肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,中央国家机关及所属事业单位（伍号）职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老策略9号股票型养老金产品,1000,24180.00
603409.SH,汇通控股,广东省叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,辽宁省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,广东省贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,重庆市伍号职业年金计划,1000,24180.00
603409.SH,汇通控股,上海市柒号职业年金计划,1000,24180.00
603409.SH,汇通控股,云南省伍号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国华能集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,四川省柒号职业年金计划,1000,24180.00
603409.SH,汇通控股,广发银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,内蒙古自治区伍号职业年金计划,1000,24180.00
603409.SH,汇通控股,河南省贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老研究精选股票型养老金产品,1000,24180.00
603409.SH,汇通控股,中国中信集团公司企业年金计划,1000,24180.00
603409.SH,汇通控股,河南省农村信用社联合社企业年金计划,1000,24180.00
603409.SH,汇通控股,中央国家机关及所属事业单位（柒号）职业年金计划,1000,24180.00
603409.SH,汇通控股,山东省（壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,吉林省农村信用社联合社企业年金计划,1000,24180.00
603409.SH,汇通控股,天津市壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,河北省贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,山东省（拾壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,中国烟草总公司陕西省公司企业年金计划,1000,24180.00
603409.SH,汇通控股,新疆维吾尔自治区壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老红运股票型养老金产品,1000,24180.00
603409.SH,汇通控股,郑州铁路局企业年金计划,1000,24180.00
603409.SH,汇通控股,辽宁省肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老策略成长混合型养老金产品,1000,24180.00
603409.SH,汇通控股,中国铝业集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,广西壮族自治区玖号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国大唐集团公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国寿福寿延年封闭型1号,1000,24180.00
603409.SH,汇通控股,湖北省（拾壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,甘肃省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,重庆市叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,国网湖南省电力公司企业年金计划,1000,24180.00
603409.SH,汇通控股,上海市肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,河南省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,贵州省农村信用社联合社企业年金计划,1000,24180.00
603409.SH,汇通控股,中国联合网络通信集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,安徽省肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,内蒙古自治区拾壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,国网安徽省电力公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国家能源投资集团有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国东方航空集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,湖南省（壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,国网江苏省电力有限公司（国网A）企业年金计划,1000,24180.00
603409.SH,汇通控股,河南省肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国石油化工集团公司企业年金计划,1000,24180.00
603409.SH,汇通控股,山西潞安矿业（集团）有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国网陕西省电力有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,湖南省（壹拾壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,贵州省柒号职业年金计划,1000,24180.00
603409.SH,汇通控股,安徽省玖号职业年金计划,1000,24180.00
603409.SH,汇通控股,四川省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路太原局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,江苏省叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老策略4号股票型养老金产品,1000,24180.00
603409.SH,汇通控股,陕西省（贰号）职业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路成都局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路南昌局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,浙江省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路北京局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国网山东省电力公司县供电公司企业年金计划,1000,24180.00
603409.SH,汇通控股,湖北省（壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,天津市拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,吉林省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,广东省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,江西省叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,国网湖北省电力有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,北京市（壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,山西焦煤集团有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路广州局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国网河北省电力有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,江西省贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路济南局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国农业银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,黑龙江省伍号职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老策略5号股票型养老金产品,1000,24180.00
603409.SH,汇通控股,国网黑龙江省电力有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国工商银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老策略7号股票型养老金产品,1000,24180.00
603409.SH,汇通控股,中国烟草总公司浙江省公司企业年金计划,1000,24180.00
603409.SH,汇通控股,山西省农村信用社联合社企业年金计划,1000,24180.00
603409.SH,汇通控股,山东能源集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,江苏省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,上海铁路局企业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老策略优选股票型养老金产品,1000,24180.00
603409.SH,汇通控股,国寿永颐企业年金集合计划国寿养老稳健配置组合,1000,24180.00
603409.SH,汇通控股,中国建设银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国海洋石油集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国铁路通信信号集团公司企业年金计划,1000,24180.00
603409.SH,汇通控股,湖北省（捌号）职业年金计划,1000,24180.00
603409.SH,汇通控股,浙江省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿永福企业年金集合计划价值成长组合,1000,24180.00
603409.SH,汇通控股,内蒙古自治区柒号职业年金计划,1000,24180.00
603409.SH,汇通控股,国寿养老量化阿尔法股票型养老金产品,1000,24180.00
603409.SH,汇通控股,广东省肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,河北省拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,黑龙江省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,云南省壹拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国电信集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国烟草总公司河南省公司企业年金计划,1000,24180.00
603409.SH,汇通控股,国寿永通企业年金集合计划稳健配置组合,1000,24180.00
603409.SH,汇通控股,湖南省（贰号）职业年金计划,1000,24180.00
603409.SH,汇通控股,财通价值动量混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,财通智慧成长混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,财通鼎欣量化选股18个月定期开放混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,财通华臻量化选股混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,财通碳中和一年持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,财通匠心优选一年持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,财通沪深300指数增强型证券投资基金,1000,24180.00
603409.SH,汇通控股,财通优势行业轮动混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,财通成长优选混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,吉林省玖号职业年金计划,1000,24180.00
603409.SH,汇通控股,中央国家机关及所属事业单位（柒号）职业年金计划,1000,24180.00
603409.SH,汇通控股,富国稳健策略6个月持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中证新能源汽车指数型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国价值创造混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国富增股票型养老金产品,1000,24180.00
603409.SH,汇通控股,富国中证煤炭指数型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中小盘精选混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国研究精选灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,中国铁路郑州局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,汇丰银行（中国）有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,青海省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国华电集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国创新科技混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国洞见价值股票型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国高质量混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中证800银行交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,河南省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,浙江省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国稳健增长混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国成长动力混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,四川省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国内需增长混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,中国铁路上海局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,杭州银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国城镇发展股票型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中证医药主题指数增强型证券投资基金（LOF）,1000,24180.00
603409.SH,汇通控股,富国富凯价值混合型养老金产品,1000,24180.00
603409.SH,汇通控股,上海市柒号职业年金计划,1000,24180.00
603409.SH,汇通控股,云南中烟工业有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国融裕两年持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,广西壮族自治区拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国邮政集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国转型机遇混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,中国铁路广州局集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,胜利油田相关企业企业年金计划,1000,24180.00
603409.SH,汇通控股,山西焦煤集团有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国稳健收益混合型养老金产品,1000,24180.00
603409.SH,汇通控股,富国天盛灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,天津市拾壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国中证1000指数增强型证券投资基金（LOF）,1000,24180.00
603409.SH,汇通控股,天津市伍号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国稳健恒盛12个月持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,红塔烟草（集团）有限责任公司企业年金,1000,24180.00
603409.SH,汇通控股,贵州省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国优质发展混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中证芯片产业交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,富国消费精选30股票型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国生物医药科技混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中证红利低波动交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,富国天益价值混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国富强股票型养老金产品,1000,24180.00
603409.SH,汇通控股,富国中证银行指数型证券投资基金,1000,24180.00
603409.SH,汇通控股,上海市陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,海通证券股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国中证稀土产业交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,江苏省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,黑龙江省拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国天合稳健优选混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国趋势优先混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中证军工龙头交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,富国富强2号股票型养老金产品,1000,24180.00
603409.SH,汇通控股,四川省拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,上海市捌号职业年金计划,1000,24180.00
603409.SH,汇通控股,淮河能源控股集团有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,云南省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国消费主题混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,江苏省叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国石油天然气集团公司企业年金,1000,24180.00
603409.SH,汇通控股,重庆市壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国阿尔法两年持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,兴业银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,山东省（伍号）职业年金计划富国组合,1000,24180.00
603409.SH,汇通控股,富国国家安全主题混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国精诚回报12个月持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国沪港深价值精选灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国科创板两年定期开放混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,浙江省伍号职业年金计划,1000,24180.00
603409.SH,汇通控股,基本养老保险基金一六零二二组合,1000,24180.00
603409.SH,汇通控股,申万宏源证券有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,贵州省叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,辽宁省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国移动通信集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国中证价值交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,中国中信集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,中国银河证券股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国中证军工指数型证券投资基金,1000,24180.00
603409.SH,汇通控股,中国联合网络通信集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,上海市肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国融泰三个月定期开放混合型发起式证券投资基金,1000,24180.00
603409.SH,汇通控股,富国科技创新灵活配置混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国富和股票型养老金产品,1000,24180.00
603409.SH,汇通控股,富国龙头优势混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,江西省拾壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国中证移动互联网指数型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中证红利指数增强型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国天源沪港深平衡混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国高新技术产业混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国兴泉回报12个月持有期混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,中国光大银行企业年金,1000,24180.00
603409.SH,汇通控股,富国中证全指证券公司指数型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国中证农业主题交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,广东省伍号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国天恒混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,云南省贰号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国中证医药50交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,富国富盛3号量化对冲股票型养老金产品,1000,24180.00
603409.SH,汇通控股,富国中证科技50策略交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,湖北省（伍号）职业年金计划,1000,24180.00
603409.SH,汇通控股,全国社保基金四一二组合,1000,24180.00
603409.SH,汇通控股,广东省陆号职业年金计划,1000,24180.00
603409.SH,汇通控股,北京市（拾壹号）职业年金计划,1000,24180.00
603409.SH,汇通控股,内蒙古自治区肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,山西潞安矿业集团有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,浙江省壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,重庆市玖号职业年金计划,1000,24180.00
603409.SH,汇通控股,新疆维吾尔自治区壹号职业年金计划,1000,24180.00
603409.SH,汇通控股,广西壮族自治区捌号职业年金计划,1000,24180.00
603409.SH,汇通控股,黑龙江省玖号职业年金计划,1000,24180.00
603409.SH,汇通控股,江西省柒号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国金安均衡精选混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,上海市叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国天惠精选成长混合型证券投资基金（LOF）,1000,24180.00
603409.SH,汇通控股,安徽省柒号职业年金计划,1000,24180.00
603409.SH,汇通控股,中国石油化工集团公司企业年金,1000,24180.00
603409.SH,汇通控股,吉林省叁号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国天兴回报混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,上证综指交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,富国融丰两年定期开放混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,山西省壹拾号职业年金计划,1000,24180.00
603409.SH,汇通控股,银联商务有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,湖北省（玖号）职业年金计划,1000,24180.00
603409.SH,汇通控股,北京公共交通控股（集团）有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,山东省（陆号）职业年金计划富国基金组合,1000,24180.00
603409.SH,汇通控股,中国工商银行股份有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,富国中证A500交易型开放式指数证券投资基金,1000,24180.00
603409.SH,汇通控股,富国优质企业混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,中国南方电网有限责任公司企业年金计划,1000,24180.00
603409.SH,汇通控股,长江金色晚晴（集合型）企业年金,1000,24180.00
603409.SH,汇通控股,上海申通地铁集团企业年金计划,1000,24180.00
603409.SH,汇通控股,中国航空集团有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,陕西省（叁号）职业年金计划,1000,24180.00
603409.SH,汇通控股,富国基金管理有限公司－社保基金1801组合,1000,24180.00
603409.SH,汇通控股,富国中证智能汽车指数证券投资基金（LOF）,1000,24180.00
603409.SH,汇通控股,富国价值优势混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,上海市伍号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国天博创新主题混合型证券投资基金,1000,24180.00
603409.SH,汇通控股,富国基金管理有限公司企业年金计划,1000,24180.00
603409.SH,汇通控股,江苏省肆号职业年金计划,1000,24180.00
603409.SH,汇通控股,富国沪深300增强证券投资基金,1000,24180.00
